# This is a data file of potential over a plane
# Variables: N=25, Top=4, Right=1, Bottom=-4, Left=2, Front=3, Back=4, cycles=10000

# X	Y	Z	V
13	9	3	-1.00462
13	9	4	-0.708151
13	9	5	-0.437161
13	9	6	-0.192701
13	9	7	0.0255467
13	9	8	0.219032
13	9	9	0.389933
13	9	10	0.54084
13	9	11	0.674518
13	9	12	0.793753
13	9	13	0.901256
13	9	14	0.999609
13	9	15	1.09123
13	9	16	1.17837
13	9	17	1.26306
13	9	18	1.34712
13	9	19	1.43212
13	9	20	1.51929
13	9	21	1.60949
13	9	22	1.70275
13	9	23	1.80545
13	9	24	1.79342
13	9	25	4
13	10	0	-4
13	10	1	-1.7749
13	10	2	-1.35123
13	10	3	-1.03647
13	10	4	-0.745858
13	10	5	-0.477991
13	10	6	-0.234285
13	10	7	-0.0149358
13	10	8	0.180971
13	10	9	0.355144
13	10	10	0.509793
13	10	11	0.647403
13	10	12	0.770567
13	10	13	0.881871
13	10	14	0.983817
13	10	15	1.07878
13	10	16	1.16896
13	10	17	1.25639
13	10	18	1.34284
13	10	19	1.42982
13	10	20	1.51853
13	10	21	1.60978
13	10	22	1.70359
13	10	23	1.80635
13	10	24	1.79398
13	10	25	4
13	11	0	-4
13	11	1	-1.78175
13	11	2	-1.3642
13	11	3	-1.05429
13	11	4	-0.766953
13	11	5	-0.500787
13	11	6	-0.257376
13	11	7	-0.0371946
13	11	8	0.160363
13	11	9	0.33672
13	11	10	0.493847
13	11	11	0.634047
13	11	12	0.75978
13	11	13	0.873541
13	11	14	0.977775
13	11	15	1.07481
13	11	16	1.16683
13	11	17	1.25582
13	11	18	1.34354
13	11	19	1.43146
13	11	20	1.52075
13	11	21	1.61221
13	11	22	1.70584
13	11	23	1.80808
13	11	24	1.79491
13	11	25	4
13	12	0	-4
13	12	1	-1.78394
13	12	2	-1.36828
13	12	3	-1.05975
13	12	4	-0.773168
13	12	5	-0.50712
13	12	6	-0.263266
13	12	7	-0.0422035
13	12	8	0.156539
13	12	9	0.334254
13	12	10	0.492808
13	12	11	0.634416
13	12	12	0.761479
13	12	13	0.876446
13	12	14	0.981729
13	12	15	1.07964
13	12	16	1.17232
13	12	17	1.26175
13	12	18	1.34966
13	12	19	1.43751
13	12	20	1.52643
13	12	21	1.61723
13	12	22	1.70992
13	12	23	1.81096
13	12	24	1.79641
13	12	25	4
13	13	0	-4
13	13	1	-1.78176
13	13	2	-1.364
13	13	3	-1.05351
13	13	4	-0.765173
13	13	5	-0.497584
13	13	6	-0.252422
13	13	7	-0.0302829
13	13	8	0.169318
13	13	9	0.347692
13	13	10	0.50672
13	13	11	0.648636
13	13	12	0.77585
13	13	13	0.890817
13	13	14	0.995949
13	13	15	1.09355
13	13	16	1.18576
13	13	17	1.27453
13	13	18	1.36158
13	13	19	1.44835
13	13	20	1.53597
13	13	21	1.62523
13	13	22	1.71615
13	13	23	1.81524
13	13	24	1.79858
13	13	25	4
13	14	0	-4
13	14	1	-1.77512
13	14	2	-1.35118
13	14	3	-1.03534
13	14	4	-0.742666
13	14	5	-0.47185
13	14	6	-0.224505
13	14	7	-0.00109296
13	14	8	0.199035
13	14	9	0.377356
13	14	10	0.535899
13	14	11	0.677013
13	14	12	0.803194
13	14	13	0.916956
13	14	14	1.02074
13	14	15	1.11686
13	14	16	1.20747
13	14	17	1.29449
13	14	18	1.37964
13	14	19	1.46433
13	14	20	1.54969
13	14	21	1.6365
13	14	22	1.72479
13	14	23	1.82109
13	14	24	1.80154
13	14	25	4
13	15	0	-4
13	15	1	-1.76352
13	15	2	-1.3289
13	15	3	-1.00402
13	15	4	-0.704354
13	15	5	-0.428649
13	15	6	-0.178356
13	15	7	0.0463705
13	15	8	0.246532
13	15	9	0.423943
13	15	10	0.580916
13	15	11	0.720024
13	15	12	0.843921
13	15	13	0.955224
13	15	14	1.05644
13	15	15	1.1499
13	15	16	1.23776
13	15	17	1.32195
13	15	18	1.40414
13	15	19	1.48575
13	15	20	1.56787
13	15	21	1.65129
13	15	22	1.73604
13	15	23	1.82867
13	15	24	1.80536
13	15	25	4
13	16	0	-4
13	16	1	-1.74594
13	16	2	-1.29535
13	16	3	-0.957291
13	16	4	-0.647824
13	16	5	-0.365696
13	16	6	-0.111968
13	16	7	0.113775
13	16	8	0.313141
13	16	9	0.488488
13	16	10	0.642568
13	16	11	0.778282
13	16	12	0.898511
13	16	13	1.00601
13	16	14	1.10337
13	16	15	1.19296
13	16	16	1.27692
13	16	17	1.35717
13	16	18	1.43535
13	16	19	1.51286
13	16	20	1.59075
13	16	21	1.66981
13	16	22	1.75007
13	16	23	1.8381
13	16	24	1.8101
13	16	25	4
13	17	0	-4
13	17	1	-1.72063
13	17	2	-1.24747
13	17	3	-0.89144
13	17	4	-0.569295
13	17	5	-0.27954
13	17	6	-0.0224345
13	17	7	0.203432
13	17	8	0.400622
13	17	9	0.572288
13	17	10	0.721792
13	17	11	0.85246
13	17	12	0.967451
13	17	13	1.06969
13	17	14	1.16183
13	17	15	1.24628
13	17	16	1.32517
13	17	17	1.40036
13	17	18	1.47347
13	17	19	1.54585
13	17	20	1.61852
13	17	21	1.69224
13	17	22	1.76703
13	17	23	1.84948
13	17	24	1.81581
13	17	25	4
13	18	0	-4
13	18	1	-1.68474
13	18	2	-1.1804
13	18	3	-0.80076
13	18	4	-0.463218
13	18	5	-0.165375
13	18	6	0.0940853
13	18	7	0.318231
13	18	8	0.511047
13	18	9	0.676774
13	18	10	0.819542
13	18	11	0.943176
13	18	12	1.05114
13	18	13	1.1465
13	18	14	1.23199
13	18	15	1.30999
13	18	16	1.3826
13	18	17	1.45163
13	18	18	1.51861
13	18	19	1.58483
13	18	20	1.65128
13	18	21	1.71866
13	18	22	1.787
13	18	23	1.86287
13	18	24	1.82253
13	18	25	4
13	19	0	-4
13	19	1	-1.63334
13	19	2	-1.08621
13	19	3	-0.676573
13	19	4	-0.321711
13	19	5	-0.0168389
13	19	6	0.242323
13	19	7	0.461473
13	19	8	0.646591
13	19	9	0.803299
13	19	10	0.936601
13	19	11	1.05084
13	19	12	1.14974
13	19	13	1.23649
13	19	14	1.31381
13	19	15	1.38403
13	19	16	1.44917
13	19	17	1.51092
13	19	18	1.57074
13	19	19	1.62981
13	19	20	1.68905
13	19	21	1.74911
13	19	22	1.80999
13	19	23	1.87829
13	19	24	1.83026
13	19	25	4
13	20	0	-4
13	20	1	-1.55766
13	20	2	-0.951752
13	20	3	-0.505673
13	20	4	-0.13386
13	20	5	0.174075
13	20	6	0.427665
13	20	7	0.636517
13	20	8	0.809184
13	20	9	0.952836
13	20	10	1.07334
13	20	11	1.17546
13	20	12	1.26307
13	20	13	1.33936
13	20	14	1.40696
13	20	15	1.46808
13	20	16	1.52456
13	20	17	1.57798
13	20	18	1.62964
13	20	19	1.6806
13	20	20	1.73169
13	20	21	1.78349
13	20	22	1.83596
13	20	23	1.8957
13	20	24	1.839
13	20	25	4
13	21	0	-4
13	21	1	-1.44054
13	21	2	-0.754264
13	21	3	-0.268004
13	21	4	0.114885
13	21	5	0.416705
13	21	6	0.655536
13	21	7	0.84617
13	21	8	0.999996
13	21	9	1.1256
13	21	10	1.22943
13	21	11	1.31643
13	21	12	1.39041
13	21	13	1.45437
13	21	14	1.51073
13	21	15	1.56146
13	21	16	1.60821
13	21	17	1.65231
13	21	18	1.69489
13	21	19	1.73686
13	21	20	1.77892
13	21	21	1.82158
13	21	22	1.86475
13	21	23	1.91501
13	21	24	1.84871
13	21	25	4
13	22	0	-4
13	22	1	-1.24533
13	22	2	-0.453499
13	22	3	0.0657439
13	22	4	0.442008
13	22	5	0.720013
13	22	6	0.929678
13	22	7	1.09126
13	22	8	1.21834
13	22	9	1.32016
13	22	10	1.40316
13	22	11	1.47196
13	22	12	1.52999
13	22	13	1.57984
13	22	14	1.62356
13	22	15	1.66276
13	22	16	1.69878
13	22	17	1.73269
13	22	18	1.7654
13	22	19	1.79762
13	22	20	1.8299
13	22	21	1.86264
13	22	22	1.89571
13	22	23	1.93569
13	22	24	1.85887
13	22	25	4
13	23	0	-4
13	23	1	-0.875796
13	23	2	0.0300817
13	23	3	0.54225
13	23	4	0.871832
13	23	5	1.09648
13	23	6	1.25705
13	23	7	1.37644
13	23	8	1.46808
13	23	9	1.54027
13	23	10	1.5984
13	23	11	1.64617
13	23	12	1.68618
13	23	13	1.72038
13	23	14	1.75026
13	23	15	1.77698
13	23	16	1.80147
13	23	17	1.82449
13	23	18	1.84668
13	23	19	1.86852
13	23	20	1.8904
13	23	21	1.91261
13	23	22	1.93494
13	23	23	1.96386
13	23	24	1.87694
13	23	25	4
13	24	0	-4
13	24	1	-0.203996
13	24	2	0.693866
13	24	3	1.07808
13	24	4	1.28807
13	24	5	1.41886
13	24	6	1.50769
13	24	7	1.57177
13	24	8	1.62004
13	24	9	1.6576
13	24	10	1.6876
13	24	11	1.7121
13	24	12	1.73253
13	24	13	1.74994
13	24	14	1.76511
13	24	15	1.77865
13	24	16	1.79104
13	24	17	1.80268
13	24	18	1.81389
13	24	19	1.82493
13	24	20	1.83598
13	24	21	1.84721
13	24	22	1.85827
13	24	23	1.87679
13	24	24	1.76526
13	24	25	4
13	25	0	0
13	25	1	4
13	25	2	4
13	25	3	4
13	25	4	4
13	25	5	4
13	25	6	4
13	25	7	4
13	25	8	4
13	25	9	4
13	25	10	4
13	25	11	4
13	25	12	4
13	25	13	4
13	25	14	4
13	25	15	4
13	25	16	4
13	25	17	4
13	25	18	4
13	25	19	4
13	25	20	4
13	25	21	4
13	25	22	4
13	25	23	4
13	25	24	4
13	25	25	0

14	0	0	0
14	0	1	3
14	0	2	3
14	0	3	3
14	0	4	3
14	0	5	3
14	0	6	3
14	0	7	3
14	0	8	3
14	0	9	3
14	0	10	3
14	0	11	3
14	0	12	3
14	0	13	3
14	0	14	3
14	0	15	3
14	0	16	3
14	0	17	3
14	0	18	3
14	0	19	3
14	0	20	3
14	0	21	3
14	0	22	3
14	0	23	3
14	0	24	3
14	0	25	0
14	1	0	-4
14	1	1	-0.265066
14	1	2	0.53557
14	1	3	0.874949
14	1	4	1.06157
14	1	5	1.17868
14	1	6	1.25887
14	1	7	1.3172
14	1	8	1.36153
14	1	9	1.39637
14	1	10	1.42449
14	1	11	1.44778
14	1	12	1.46755
14	1	13	1.48479
14	1	14	1.50029
14	1	15	1.51471
14	1	16	1.52866
14	1	17	1.54277
14	1	18	1.5577
14	1	19	1.57434
14	1	20	1.59401
14	1	21	1.61899
14	1	22	1.65374
14	1	23	1.71507
14	1	24	1.7231
14	1	25	4
14	2	0	-4
14	2	1	-1.02351
14	2	2	-0.211969
14	2	3	0.242996
14	2	4	0.537188
14	2	5	0.739097
14	2	6	0.884506
14	2	7	0.993481
14	2	8	1.07784
14	2	9	1.14491
14	2	10	1.19952
14	2	11	1.24498
14	2	12	1.28372
14	2	13	1.31759
14	2	14	1.34807
14	2	15	1.37644
14	2	16	1.40386
14	2	17	1.43147
14	2	18	1.46052
14	2	19	1.49251
14	2	20	1.52949
14	2	21	1.57463
14	2	22	1.63283
14	2	23	1.71971
14	2	24	1.72782
14	2	25	4
14	3	0	-4
14	3	1	-1.34258
14	3	2	-0.627511
14	3	3	-0.163314
14	3	4	0.174568
14	3	5	0.425795
14	3	6	0.616579
14	3	7	0.764691
14	3	8	0.882105
14	3	9	0.977012
14	3	10	1.05518
14	3	11	1.12079
14	3	12	1.17704
14	3	13	1.2264
14	3	14	1.27092
14	3	15	1.31237
14	3	16	1.35234
14	3	17	1.3924
14	3	18	1.43416
14	3	19	1.47946
14	3	20	1.53053
14	3	21	1.59034
14	3	22	1.6625
14	3	23	1.75861
14	3	24	1.76016
14	3	25	4
14	4	0	-4
14	4	1	-1.51063
14	4	2	-0.884871
14	4	3	-0.446563
14	4	4	-0.100091
14	4	5	0.174564
14	4	6	0.393248
14	4	7	0.568961
14	4	8	0.711775
14	4	9	0.829334
14	4	10	0.927457
14	4	11	1.01064
14	4	12	1.08245
14	4	13	1.14577
14	4	14	1.20304
14	4	15	1.25637
14	4	16	1.30769
14	4	17	1.35884
14	4	18	1.41165
14	4	19	1.46806
14	4	20	1.53017
14	4	21	1.60037
14	4	22	1.68086
14	4	23	1.78049
14	4	24	1.77654
14	4	25	4
14	5	0	-4
14	5	1	-1.61
14	5	2	-1.05153
14	5	3	-0.645465
14	5	4	-0.305948
14	5	5	-0.0234023
14	5	6	0.210529
14	5	7	0.404313
14	5	8	0.565555
14	5	9	0.700687
14	5	10	0.815033
14	5	11	0.912981
14	5	12	0.998177
14	5	13	1.0737
14	5	14	1.1422
14	5	15	1.20602
14	5	16	1.26731
14	5	17	1.32806
14	5	18	1.39022
14	5	19	1.45567
14	5	20	1.52631
14	5	21	1.60396
14	5	22	1.68982
14	5	23	1.79127
14	5	24	1.78419
14	5	25	4
14	6	0	-4
14	6	1	-1.67319
14	6	2	-1.16317
14	6	3	-0.786145
14	6	4	-0.458775
14	6	5	-0.176419
14	6	6	0.0646714
14	6	7	0.269544
14	6	8	0.443562
14	6	9	0.591818
14	6	10	0.718904
14	6	11	0.828862
14	6	12	0.925225
14	6	13	1.01109
14	6	14	1.08921
14	6	15	1.16204
14	6	16	1.23184
14	6	17	1.30069
14	6	18	1.37056
14	6	19	1.44326
14	6	20	1.52046
14	6	21	1.60358
14	6	22	1.6932
14	6	23	1.79604
14	6	24	1.78761
14	6	25	4
14	7	0	-4
14	7	1	-1.71518
14	7	2	-1.23967
14	7	3	-0.886091
14	7	4	-0.571232
14	7	5	-0.292576
14	7	6	-0.0489834
14	7	7	0.162289
14	7	8	0.34486
14	7	9	0.50263
14	7	10	0.639437
14	7	11	0.758889
14	7	12	0.8643
14	7	13	0.958688
14	7	14	1.0448
14	7	15	1.12513
14	7	16	1.20199
14	7	17	1.27748
14	7	18	1.35356
14	7	19	1.43196
14	7	20	1.51417
14	7	21	1.60134
14	7	22	1.69374
14	7	23	1.79779
14	7	24	1.78902
14	7	25	4
14	8	0	-4
14	8	1	-1.74361
14	8	2	-1.29248
14	8	3	-0.956761
14	8	4	-0.652749
14	8	5	-0.378741
14	8	6	-0.134999
14	8	7	0.0797631
14	8	8	0.267922
14	8	9	0.432432
14	8	10	0.576472
14	8	11	0.703223
14	8	12	0.815748
14	8	13	0.916931
14	8	14	1.00946
14	8	15	1.09583
14	8	16	1.17833
14	8	17	1.25908
14	8	18	1.33999
14	8	19	1.42273
14	8	20	1.50867
14	8	21	1.5988
14	8	22	1.69321
14	8	23	1.79826
14	8	24	1.78954
14	8	25	4
14	9	0	-4
14	9	1	-1.76274
14	9	2	-1.32841
14	9	3	-1.00561
14	9	4	-0.710045
14	9	5	-0.440278
14	9	6	-0.197293
14	9	7	0.0193163
14	9	8	0.21109
14	9	9	0.380292
14	9	10	0.529579
14	9	11	0.661768
14	9	12	0.779684
14	9	13	0.886071
14	9	14	0.983539
14	9	15	1.07454
14	9	16	1.16135
14	9	17	1.24606
14	9	18	1.33054
14	9	19	1.41641
14	9	20	1.50496
14	9	21	1.59709
14	9	22	1.69283
14	9	23	1.79851
14	9	24	1.78984
14	9	25	4
14	10	0	-4
14	10	1	-1.77502
14	10	2	-1.35162
14	10	3	-1.03744
14	10	4	-0.747742
14	10	5	-0.481122
14	10	6	-0.238929
14	10	7	-0.021267
14	10	8	0.172874
14	10	9	0.345288
14	10	10	0.498258
14	10	11	0.634323
14	10	12	0.756117
14	10	13	0.866259
14	10	14	0.967284
14	10	15	1.0616
14	10	16	1.15144
14	10	17	1.23888
14	10	18	1.32576
14	10	19	1.41364
14	10	20	1.50378
14	10	21	1.59702
14	10	22	1.69338
14	10	23	1.79921
14	10	24	1.7903
14	10	25	4
14	11	0	-4
14	11	1	-1.78186
14	11	2	-1.36459
14	11	3	-1.05525
14	11	4	-0.768849
14	11	5	-0.503951
14	11	6	-0.26208
14	11	7	-0.04362
14	11	8	0.152134
14	11	9	0.326692
14	11	10	0.4821
14	11	11	0.620716
14	11	12	0.745045
14	11	13	0.857616
14	11	14	0.960904
14	11	15	1.05727
14	11	16	1.14895
14	11	17	1.23795
14	11	18	1.32611
14	11	19	1.41495
14	11	20	1.5057
14	11	21	1.59919
14	11	22	1.69543
14	11	23	1.8008
14	11	24	1.79116
14	11	25	4
14	12	0	-4
14	12	1	-1.78405
14	12	2	-1.36868
14	12	3	-1.06074
14	12	4	-0.775107
14	12	5	-0.510345
14	12	6	-0.268052
14	12	7	-0.0487334
14	12	8	0.148181
14	12	9	0.324075
14	12	10	0.480887
14	12	11	0.620891
14	12	12	0.746531
14	12	13	0.860293
14	12	14	0.96462
14	12	15	1.06185
14	12	16	1.15419
14	12	17	1.24364
14	12	18	1.332
14	12	19	1.42078
14	12	20	1.51119
14	12	21	1.60405
14	12	22	1.69938
14	12	23	1.80359
14	12	24	1.79261
14	12	25	4
14	13	0	-4
14	13	1	-1.7819
14	13	2	-1.36445
14	13	3	-1.05457
14	13	4	-0.767192
14	13	5	-0.500905
14	13	6	-0.257319
14	13	7	-0.0369349
14	13	8	0.160829
14	13	9	0.337374
14	13	10	0.494655
14	13	11	0.634963
14	13	12	0.760752
14	13	13	0.874513
14	13	14	0.978691
14	13	15	1.07562
14	13	16	1.16749
14	13	17	1.25629
14	13	18	1.3438
14	13	19	1.43152
14	13	20	1.52063
14	13	21	1.61197
14	13	22	1.70555
14	13	23	1.80783
14	13	24	1.79477
14	13	25	4
14	14	0	-4
14	14	1	-1.7753
14	14	2	-1.3517
14	14	3	-1.03649
14	14	4	-0.744799
14	14	5	-0.475299
14	14	6	-0.229536
14	14	7	-0.00788148
14	14	8	0.190413
14	14	9	0.366914
14	14	10	0.52372
14	14	11	0.66324
14	14	12	0.788011
14	14	13	0.900582
14	14	14	1.00343
14	14	15	1.09889
14	14	16	1.18917
14	14	17	1.27623
14	14	18	1.36185
14	14	19	1.4475
14	14	20	1.53436
14	14	21	1.62324
14	14	22	1.71419
14	14	23	1.81369
14	14	24	1.79773
14	14	25	4
14	15	0	-4
14	15	1	-1.76374
14	15	2	-1.3295
14	15	3	-1.00529
14	15	4	-0.706627
14	15	5	-0.432248
14	15	6	-0.183536
14	15	7	0.0394446
14	15	8	0.237793
14	15	9	0.413409
14	15	10	0.568675
14	15	11	0.70622
14	15	12	0.828738
14	15	13	0.93888
14	15	14	1.03918
14	15	15	1.13201
14	15	16	1.21956
14	15	17	1.3038
14	15	18	1.38647
14	15	19	1.46903
14	15	20	1.55265
14	15	21	1.63814
14	15	22	1.72553
14	15	23	1.82133
14	15	24	1.80157
14	15	25	4
14	16	0	-4
14	16	1	-1.74621
14	16	2	-1.29604
14	16	3	-0.958693
14	16	4	-0.65025
14	16	5	-0.36945
14	16	6	-0.11729
14	16	7	0.106736
14	16	8	0.304327
14	16	9	0.477924
14	16	10	0.630348
14	16	11	0.76455
14	16	12	0.883448
14	16	13	0.989836
14	16	14	1.08632
14	16	15	1.17531
14	16	16	1.25898
14	16	17	1.3393
14	16	18	1.41796
14	16	19	1.49642
14	16	20	1.57579
14	16	21	1.65688
14	16	22	1.73974
14	16	23	1.83088
14	16	24	1.80638
14	16	25	4
14	17	0	-4
14	17	1	-1.72096
14	17	2	-1.24827
14	17	3	-0.892975
14	17	4	-0.571865
14	17	5	-0.283427
14	17	6	-0.0278575
14	17	7	0.196341
14	17	8	0.391817
14	17	9	0.561804
14	17	10	0.709723
14	17	11	0.838951
14	17	12	0.95268
14	17	13	1.05386
14	17	14	1.14519
14	17	15	1.22908
14	17	16	1.3077
14	17	17	1.38298
14	17	18	1.45657
14	17	19	1.52988
14	17	20	1.60399
14	17	21	1.67968
14	17	22	1.757
14	17	23	1.84247
14	17	24	1.8122
14	17	25	4
14	18	0	-4
14	18	1	-1.68511
14	18	2	-1.18129
14	18	3	-0.802408
14	18	4	-0.465896
14	18	5	-0.169338
14	18	6	0.0886435
14	18	7	0.311197
14	18	8	0.502388
14	18	9	0.666533
14	18	10	0.807815
14	18	11	0.930104
14	18	12	1.03689
14	18	13	1.13128
14	18	14	1.21601
14	18	15	1.29351
14	18	16	1.36589
14	18	17	1.43501
14	18	18	1.50246
14	18	19	1.56958
14	18	20	1.6374
14	18	21	1.70667
14	18	22	1.77742
14	18	23	1.85617
14	18	24	1.81908
14	18	25	4
14	19	0	-4
14	19	1	-1.63376
14	19	2	-1.08717
14	19	3	-0.678285
14	19	4	-0.324423
14	19	5	-0.0207758
14	19	6	0.236995
14	19	7	0.454661
14	19	8	0.638279
14	19	9	0.793532
14	19	10	0.925476
14	19	11	1.03849
14	19	12	1.13633
14	19	13	1.2222
14	19	14	1.29884
14	19	15	1.36861
14	19	16	1.43355
14	19	17	1.49541
14	19	18	1.55568
14	19	19	1.61559
14	19	20	1.67611
14	19	21	1.73793
14	19	22	1.80106
14	19	23	1.87204
14	19	24	1.82705
14	19	25	4
14	20	0	-4
14	20	1	-1.55809
14	20	2	-0.952727
14	20	3	-0.507374
14	20	4	-0.136498
14	20	5	0.17031
14	20	6	0.422638
14	20	7	0.630155
14	20	8	0.80148
14	20	9	0.943841
14	20	10	1.06314
14	20	11	1.16419
14	20	12	1.25087
14	20	13	1.32639
14	20	14	1.3934
14	20	15	1.45413
14	20	16	1.51046
14	20	17	1.56399
14	20	18	1.61606
14	20	19	1.66778
14	20	20	1.72002
14	20	21	1.77341
14	20	22	1.82791
14	20	23	1.89006
14	20	24	1.8361
14	20	25	4
14	21	0	-4
14	21	1	-1.44096
14	21	2	-0.755191
14	21	3	-0.269591
14	21	4	0.112467
14	21	5	0.413303
14	21	6	0.651042
14	21	7	0.840532
14	21	8	0.993218
14	21	9	1.11773
14	21	10	1.22055
14	21	11	1.30665
14	21	12	1.37985
14	21	13	1.44317
14	21	14	1.49905
14	21	15	1.54947
14	21	16	1.59609
14	21	17	1.64029
14	21	18	1.68323
14	21	19	1.72585
14	21	20	1.76891
14	21	21	1.81293
14	21	22	1.85783
14	21	23	1.91017
14	21	24	1.84621
14	21	25	4
14	22	0	-4
14	22	1	-1.2457
14	22	2	-0.454299
14	22	3	0.0643939
14	22	4	0.439977
14	22	5	0.717187
14	22	6	0.92598
14	22	7	1.08665
14	22	8	1.21283
14	22	9	1.3138
14	22	10	1.39601
14	22	11	1.46411
14	22	12	1.52153
14	22	13	1.57089
14	22	14	1.61424
14	22	15	1.6532
14	22	16	1.68913
14	22	17	1.72312
14	22	18	1.75612
14	22	19	1.78886
14	22	20	1.82193
14	22	21	1.85575
14	22	22	1.8902
14	22	23	1.93184
14	22	24	1.85688
14	22	25	4
14	23	0	-4
14	23	1	-0.876069
14	23	2	0.0294902
14	23	3	0.541261
14	23	4	0.870359
14	23	5	1.09445
14	23	6	1.25441
14	23	7	1.37316
14	23	8	1.46418
14	23	9	1.53578
14	23	10	1.59337
14	23	11	1.64065
14	23	12	1.68025
14	23	13	1.71412
14	23	14	1.74374
14	23	15	1.7703
14	23	16	1.79473
14	23	17	1.81782
14	23	18	1.8402
14	23	19	1.86241
14	23	20	1.88484
14	23	21	1.9078
14	23	22	1.9311
14	23	23	1.96117
14	23	24	1.87555
14	23	25	4
14	24	0	-4
14	24	1	-0.204142
14	24	2	0.693551
14	24	3	1.07756
14	24	4	1.2873
14	24	5	1.4178
14	24	6	1.50631
14	24	7	1.57006
14	24	8	1.61802
14	24	9	1.65528
14	24	10	1.685
14	24	11	1.70925
14	24	12	1.72948
14	24	13	1.74671
14	24	14	1.76175
14	24	15	1.77521
14	24	16	1.78757
14	24	17	1.79925
14	24	18	1.81056
14	24	19	1.82178
14	24	20	1.83312
14	24	21	1.84473
14	24	22	1.85629
14	24	23	1.8754
14	24	24	1.76454
14	24	25	4
14	25	0	0
14	25	1	4
14	25	2	4
14	25	3	4
14	25	4	4
14	25	5	4
14	25	6	4
14	25	7	4
14	25	8	4
14	25	9	4
14	25	10	4
14	25	11	4
14	25	12	4
14	25	13	4
14	25	14	4
14	25	15	4
14	25	16	4
14	25	17	4
14	25	18	4
14	25	19	4
14	25	20	4
14	25	21	4
14	25	22	4
14	25	23	4
14	25	24	4
14	25	25	0

15	0	0	0
15	0	1	3
15	0	2	3
15	0	3	3
15	0	4	3
15	0	5	3
15	0	6	3
15	0	7	3
15	0	8	3
15	0	9	3
15	0	10	3
15	0	11	3
15	0	12	3
15	0	13	3
15	0	14	3
15	0	15	3
15	0	16	3
15	0	17	3
15	0	18	3
15	0	19	3
15	0	20	3
15	0	21	3
15	0	22	3
15	0	23	3
15	0	24	3
15	0	25	0
15	1	0	-4
15	1	1	-0.264862
15	1	2	0.535905
15	1	3	0.875287
15	1	4	1.06176
15	1	5	1.1786
15	1	6	1.25841
15	1	7	1.31629
15	1	8	1.36014
15	1	9	1.39448
15	1	10	1.42214
15	1	11	1.44499
15	1	12	1.46436
15	1	13	1.48125
15	1	14	1.49645
15	1	15	1.51064
15	1	16	1.52443
15	1	17	1.53846
15	1	18	1.55341
15	1	19	1.5702
15	1	20	1.59015
15	1	21	1.61559
15	1	22	1.65097
15	1	23	1.71311
15	1	24	1.72208
15	1	25	4
15	2	0	-4
15	2	1	-1.02309
15	2	2	-0.211274
15	2	3	0.243716
15	2	4	0.537647
15	2	5	0.739028
15	2	6	0.8837
15	2	7	0.9918
15	2	8	1.07521
15	2	9	1.14133
15	2	10	1.19501
15	2	11	1.23961
15	2	12	1.27757
15	2	13	1.31074
15	2	14	1.34065
15	2	15	1.36856
15	2	16	1.39566
15	2	17	1.42311
15	2	18	1.45219
15	2	19	1.48446
15	2	20	1.52201
15	2	21	1.56803
15	2	22	1.62746
15	2	23	1.7159
15	2	24	1.72584
15	2	25	4
15	3	0	-4
15	3	1	-1.34192
15	3	2	-0.626418
15	3	3	-0.162143
15	3	4	0.175396
15	3	5	0.425888
15	3	6	0.615626
15	3	7	0.762483
15	3	8	0.878533
15	3	9	0.972053
15	3	10	1.04887
15	3	11	1.11323
15	3	12	1.16832
15	3	13	1.21667
15	3	14	1.26034
15	3	15	1.30111
15	3	16	1.34061
15	3	17	1.38042
15	3	18	1.42224
15	3	19	1.46793
15	3	20	1.51981
15	3	21	1.58089
15	3	22	1.65481
15	3	23	1.75317
15	3	24	1.75733
15	3	25	4
15	4	0	-4
15	4	1	-1.50973
15	4	2	-0.883345
15	4	3	-0.444874
15	4	4	-0.0987808
15	4	5	0.174984
15	4	6	0.392369
15	4	7	0.566504
15	4	8	0.70759
15	4	9	0.82338
15	4	10	0.919779
15	4	11	1.00134
15	4	12	1.07167
15	4	13	1.13369
15	4	14	1.18985
15	4	15	1.2423
15	4	16	1.293
15	4	17	1.34383
15	4	18	1.39669
15	4	19	1.45359
15	4	20	1.51671
15	4	21	1.58851
15	4	22	1.67122
15	4	23	1.77366
15	4	24	1.77299
15	4	25	4
15	5	0	-4
15	5	1	-1.60885
15	5	2	-1.04955
15	5	3	-0.643214
15	5	4	-0.304071
15	5	5	-0.0225183
15	5	6	0.20992
15	5	7	0.401865
15	5	8	0.561074
15	5	9	0.694112
15	5	10	0.806405
15	5	11	0.902414
15	5	12	0.985838
15	5	13	1.05979
15	5	14	1.12695
15	5	15	1.18971
15	5	16	1.25024
15	5	17	1.3106
15	5	18	1.3728
15	5	19	1.43882
15	5	20	1.51064
15	5	21	1.59015
15	5	22	1.67859
15	5	23	1.78332
15	5	24	1.78006
15	5	25	4
15	6	0	-4
15	6	1	-1.6718
15	6	2	-1.16075
15	6	3	-0.783324
15	6	4	-0.456294
15	6	5	-0.174988
15	6	6	0.0644704
15	6	7	0.2673
15	6	8	0.439039
15	6	9	0.584932
15	6	10	0.709688
15	6	11	0.817437
15	6	12	0.911774
15	6	13	0.995843
15	6	14	1.07243
15	6	15	1.14403
15	6	16	1.21295
15	6	17	1.28134
15	6	18	1.35123
15	6	19	1.42455
15	6	20	1.50306
15	6	21	1.58825
